rep,ridge_cw_zero,ridge_cw_mean,ridge_cw_mean_nw,ridge_dm_zero,elastic_net_cw_zero,elastic_net_cw_mean,elastic_net_cw_mean_nw,elastic_net_dm_zero,mean_cw_zero
0,1.0668059561782883,1.195469569195566,1.164925751025747,2.176880513411826,1.4549579616661776,1.7481391115254474,1.6957588813780144,1.098091780686383,-0.16423234886913665
1,1.3117563595317396,0.2114215397139366,0.20653969863480864,1.186400234276263,1.3036237543416758,-0.1514291926648811,-0.14698852348899688,0.610376143688419,2.3276699138207415
2,-2.0231094652090134,-2.1615276427698813,-2.1080265052132936,3.5750261914247643,-1.7021460158507478,-1.886361927024728,-1.8406028853677725,3.0432278672247075,-0.17248119451733585
3,0.5546742660036206,-1.5212414750598926,-1.4846991642194327,2.0166312490242975,1.0550899597292895,-1.1613824759742464,-1.13464256783237,1.3604017249416251,2.048306588972691
4,1.0216221131683987,1.2135378028654624,1.1850146899818634,1.6140192204486044,0.6910665434533908,0.9462287605708113,0.9215931817396036,1.4017184996589258,-0.19907097776423405
5,0.16592088112044864,-1.0611684894238902,-1.0399676575874894,1.8883203734406337,0.7830344785504414,-0.461909039583521,-0.4535071939683388,1.1730041514956813,2.4256202817876606
6,-0.3457805043731719,-1.1717621161284588,-1.1544101456735412,2.2683634914805175,-0.2668444313264205,-1.3555655032660636,-1.3304074057318398,1.8610459406689697,0.9635531391906146
7,0.5078820394810508,0.3994811645198142,0.3896582908974849,2.2744115453949045,0.311062626790349,0.2087887404148791,0.2034657746575864,2.2431434817840734,-0.20600301094476323
8,-0.062063307838938896,0.01723764113862289,0.016933844547097,2.5570166020891385,-0.19651565939352775,-0.16146559353277842,-0.1582101789573728,2.288525095099277,-0.326787543660101
9,-1.3114148864532917,-1.3021663389293268,-1.2723688255324448,2.831540995927916,-1.3047736006056387,-1.4036301249673033,-1.3805275667447048,2.6902493915057932,-0.37483547844506815
10,-1.5963954113583634,-1.485457272441174,-1.442176110668513,2.116242090339739,-1.7928896935235608,-1.6553434366421311,-1.602885103101421,2.024834612246792,-0.9657799342266259
11,-0.05100224649845823,-1.0367569586120975,-1.017397599085713,2.8556101070991127,0.40207228023429437,-0.5260354294506023,-0.5176004012066829,2.251864264030192,0.8914039202300917
