rep,ridge_cw_zero,ridge_cw_mean,ridge_cw_mean_nw,ridge_dm_zero,elastic_net_cw_zero,elastic_net_cw_mean,elastic_net_cw_mean_nw,elastic_net_dm_zero,mean_cw_zero
0,0.11381864820784846,-0.5821063572508426,-0.5680879970027627,2.2940860239023824,0.0073822719101675795,-0.7653264932658191,-0.7435666900998522,2.033004577353655,0.7675478344642989
1,-0.6539102005683854,-1.0660866343471493,-1.0446683941625436,2.877192369407872,-0.41800079815174873,-0.9499820677583408,-0.9334193984449426,2.571663948749133,1.123972215550411
2,0.9504007542768761,0.4051550519236818,0.3943666423206995,2.128564192374183,1.0721923266703064,0.5529543758240446,0.5366357467557891,1.6302499211102905,0.8766341672943213
3,-0.3045958472248659,-1.4841796185152016,-1.470061394569645,1.9726567906360066,-0.08559649360556434,-1.6306537395190974,-1.6060389382363216,1.657387692071021,2.207968539699055
4,2.626717494702774,0.6842286581500842,0.668540969670578,1.0899807531485055,2.9270181936084065,0.9278706486285128,0.9051597445639157,0.4726710228249141,3.4982193149819194
5,2.430351224986618,-1.3023888935780836,-1.2725413553105211,0.531379623041056,2.6469662178521434,-1.4217878293130288,-1.3883214209484198,0.08048464117645614,3.5234363742628934
6,0.4007738030802441,0.6999763249074645,0.6852426935692432,3.4464305575192244,0.27738180147441155,0.5997033816424848,0.5873522603561968,3.1116466681033597,-0.19140790849972794
7,-1.4165661677834156,-1.418131409250384,-1.39649801371621,2.899270195561621,-1.3991486620116995,-1.3959144408032524,-1.372084736598737,2.81395777320117,-0.6440680495476111
8,-0.8957851111990766,-0.7772269982432289,-0.7585654696687514,4.939490717557801,-1.5000373791381136,-1.4544249148869552,-1.4142155033184538,5.029545975918409,-1.3213437724128003
9,0.7450374985310931,-0.051335234915558615,-0.05084800635101901,2.141962896768231,0.41297023452544196,-0.638220672677842,-0.6307601658999463,2.0738735595765294,1.241593434189171
10,1.9109061457582657,1.379339041584272,1.3500571369394958,0.29605393813237446,1.6218525837414834,0.9510093560721353,0.9297347845077276,0.12919242665275746,1.57166260725835
11,0.9561527140036178,1.4204396314678798,1.378787833960141,2.77205606590297,0.9246846463374385,1.4377682935993032,1.397887054929463,2.2242835537563193,-0.7556615266072608
12,-0.07007284989935018,-0.3016938998253665,-0.2936869782258403,2.0177265426500623,0.12438499667124127,-0.1184121784067667,-0.11543094861653967,1.5828183275483145,0.4389423456258603
13,0.6514004389378435,0.2841838360015514,0.28347804724945025,2.408943038261979,0.6490333490702668,0.11783595930323232,0.1176175083836614,2.020624735241085,1.2092730694418985
14,2.500329580193627,0.12438419091491397,0.12093870493334266,0.5562279649329166,2.712410746166063,0.15916007211887354,0.15485498416415464,0.17369951013122303,3.1253331737214185
15,-0.234449493056161,-0.9868262456958102,-0.9607140940437542,2.8870152018298603,-0.7484736297223258,-1.8719459895258102,-1.8209014640432168,2.8416980666256295,1.3185776717157565
16,2.240805542488517,1.8317627142891146,1.784033362544692,0.43151384904945034,2.3659881263520077,1.907102951719745,1.8586390599349916,0.16646003018882896,1.2936555095076836
17,-1.066479178205223,-0.8987112472621845,-0.87496099517683,2.4885100805633247,-1.0811450731127488,-0.7752645748782544,-0.7550319493945375,2.165510147297543,-0.34272819596004495
18,0.20252269812840315,0.8665232008426174,0.8427429885641282,2.8688272788374887,0.5486476403373562,1.2806118043425436,1.2450623392721203,2.347435068706355,-0.4264907133566475
19,1.4498773970299335,1.6507865833193889,1.6236085451324431,1.8314120610316096,1.2812551308051063,1.5249387229663878,1.4997820922423433,1.6856220961340398,-0.09636409304907072
20,0.5132599272298868,-0.9879765926546106,-0.9702803281903997,2.1106590990690743,0.7787071414217456,-0.8687918382419436,-0.8512634851329371,1.5655796749946547,3.0204717455462293
21,2.201698232755265,0.6490836043923799,0.6337103386389404,0.9981820506166286,2.2166758518987035,0.5944729378241062,0.5804580013380157,0.6530572504166647,2.4334198961812077
22,1.428590698158464,1.2752975210557635,1.2452256311087406,1.489677873632094,1.5036919852116335,1.209376778104407,1.1775391359389842,1.235125918426355,0.4186424804328137
23,2.3267159324198246,-0.3188427573354855,-0.3121959638522026,0.9529269147551829,2.672387538375929,0.11551657467703448,0.11316854918208502,0.32937308084608174,3.5019949876491796
24,-0.5645310292314368,-0.4736295661667677,-0.4597489589342657,2.846194495784884,-0.9322888609595983,-0.8154852629795197,-0.7925825278188685,2.8431495834385836,-0.853715136115432
25,-0.35647480801169873,-0.28573274691158485,-0.2807766580586409,2.958945812834623,-0.1992288784908344,-0.12105320916236376,-0.11872211401545607,2.5566872952299575,-0.38462942728709826
26,2.8775704398695074,2.5859027434506845,2.5253136768965785,0.18544435573685797,1.9868600169137927,1.6909151907607294,1.671729402992926,0.5792418293257238,1.157216296472241
27,-0.12430458083253305,0.043207701527823314,0.04250525598494696,3.0423472970140066,0.06865934688803126,0.24533290168533944,0.24124025564418802,2.4355205782645832,-0.22190198535651928
28,0.3784876570729428,1.273914680825001,1.2468048844738062,2.4230134116831574,0.24156940867007703,1.2129954248883723,1.1883351463509844,2.1284036140734557,-1.7127396306421303
29,2.996672797996059,1.5274190761819848,1.489021822825738,0.8732622760277344,3.110208482164215,1.7671907308266614,1.720692873965654,0.13221649418883963,2.670773274914798
30,3.0245004788896557,1.3275862788409951,1.3104273866597882,0.7100168466188505,3.005478851039405,1.020849784890749,1.0070753972825075,0.4763234727074736,2.677205607690376
31,-1.4366742378117516,-1.2945366444872919,-1.2642015421590376,3.9307440594734557,-1.046021936895286,-0.7743887466040309,-0.7567533748260387,3.344012993930521,-0.5416051830607842
32,0.5506998737333123,0.4574174587024806,0.44458713626108787,1.9508387870259476,0.19591851558729928,0.12378643666626038,0.1206654083713813,1.6400239424864398,0.3276598699302289
33,1.4429738516043347,1.3482775157462152,1.3340669663249398,0.8611058496518795,1.6546331638634704,1.6243194383811075,1.6066158187757786,0.31865713053669187,0.7806092516275192
34,2.0352649840899573,-0.36274644236519904,-0.35555329282656084,1.2462865599025652,2.045316028349285,-0.5865946729408529,-0.5733430209047341,0.718067034559225,3.638328272643944
35,-1.1687884436596323,-1.6233317102008458,-1.581980857284021,3.668286073730643,-0.9898831517954185,-1.6153937948294772,-1.5774377747028971,3.162250452961353,0.9970133285276916
36,0.6250251956740286,-0.39655628555391176,-0.3854077507263946,1.9767348573838064,0.7223541844498679,-0.39947681984983824,-0.38764250213866397,1.668720943617812,1.4974530992467903
37,-0.15789617026901476,0.27338162904656216,0.2663358120645423,2.782540955155222,-0.7715301055781921,-0.4083746809369285,-0.39973825882467,2.920863118503238,-1.308394261027663
38,1.5734256570306548,1.5260266884416491,1.48704106081158,1.8840552341516716,1.2702972884448909,1.1900165838672723,1.1626802393895141,1.8157321655501941,0.5250875804457463
39,2.9970637440743753,1.5244818652099046,1.4943076222833096,0.20966283095869429,2.5206755442621573,0.5768206839239232,0.5680534297067371,0.24108870995974394,2.7513262586473943
40,0.4430654898628375,0.5374539343191858,0.5196528567607376,1.6801632562977267,0.30373206948531667,0.41479270835466886,0.4009420935038669,1.4984286717286457,-2.1902072134460586
41,-0.56962772430485,-0.43746360085825603,-0.42891090183009173,2.5819006563103617,-0.696202607171732,-0.6048320767145072,-0.5939632160480355,2.3150643633578674,0.06012452973632743
42,-0.18554422837328796,-0.6326872892010568,-0.6195012263003989,3.0876020108437765,-0.4287769171566432,-0.9719812146871858,-0.950760216170666,2.8184523484563777,1.1419021202543937
43,2.033960912034012,-0.4825176487216665,-0.46749267674779027,0.4774038857781399,2.501011561382291,-0.22189793444179795,-0.21500912687631102,-0.16428195804056203,3.161329892224328
44,2.8395491886995696,1.6314817198365246,1.5996180869228567,-0.03265485223348423,2.6616779320636996,1.1703331569143658,1.1456880400085798,-0.23290783099469717,2.5063362845596004
45,2.876462720070844,2.669653636305119,2.575436174365232,0.11991769287805248,2.954867933400876,2.6942656786575894,2.5966900524841225,-0.45614535383816024,2.0377983927866987
