rep,ridge_cw_zero,ridge_cw_mean,ridge_cw_mean_nw,ridge_wcw_zero,ridge_wcw_mean,ridge_wcw_mean_nw,ridge_dm_zero,elastic_net_cw_zero,elastic_net_cw_mean,elastic_net_cw_mean_nw,elastic_net_wcw_zero,elastic_net_wcw_mean,elastic_net_wcw_mean_nw,elastic_net_dm_zero,mean_cw_zero
0,-0.45032475235378805,-1.5592778784534356,-1.5250096851437014,-0.4586941791492173,-1.5702396717619873,-1.521332426672506,2.5475258237437837,-0.1624614024609709,-1.4382544769050611,-1.4069763863031337,-0.15836983080728326,-1.4487199618921505,-1.3936531861761232,1.9827269704512118,1.4725921936110278
1,-1.0568978465096799,-1.1990263737843427,-1.154184494971522,-1.0602532890230885,-1.2018841333993688,-1.1587199627947489,2.279892909154118,-0.8891172662222393,-1.0442488823097171,-1.0043660053390358,-0.8833512589849831,-1.0440058089569422,-0.9999923276506404,1.9374422579038617,0.5705568149512696
2,-0.4072534938083249,-0.24927782961487766,-0.24181786669215646,-0.41956537829982327,-0.24798108854721235,-0.25088999910588683,2.726162498227475,-0.49607654106930327,-0.26994878979334586,-0.262053842596148,-0.506743442026682,-0.28354763951219425,-0.2727566649280276,2.3854041973661873,-0.5111762591144676
3,-0.022151433053940496,0.007118466998375274,0.006958228630195269,-0.02534125896484513,0.0037167577750106006,0.009128207002012528,3.297260225792321,0.09219545833623907,0.1137622268115453,0.11112711272146474,0.0916819751188962,0.11867276771040805,0.11230316966135438,2.6875649768413674,-0.14535257717298244
4,0.3462280118349587,-0.916555459074674,-0.8929576380781385,0.34875712696407385,-0.9218889242955924,-0.9007418227881261,2.034573138823243,0.6692231943032433,-0.7322132486509021,-0.7151989237171312,0.6723315329700399,-0.7322961808753983,-0.7206897534472001,1.3995166056654518,1.7284477845653736
5,-1.86232924816461,-1.744977476044038,-1.6904957530541957,-1.8612935538439503,-1.7574328258976109,-1.6932817371436817,3.5429980113373656,-2.1637348765579025,-1.995831409747453,-1.9327090152688025,-2.186591464139468,-1.9872067284652934,-1.9420112728206593,3.4815527955908503,-2.0192305399044983
6,-0.36859341293538533,-1.5732147845669373,-1.5443134151115507,-0.3698706391751724,-1.5701130821676423,-1.539232482525509,3.847615132380716,-0.1729282874925999,-1.35708568058364,-1.3322707729864107,-0.1709667789866314,-1.3654203743518498,-1.334916269495903,3.3338597887601042,0.48332592741100083
7,1.5437106409914703,-0.7866574683797405,-0.7632366400511884,1.5460347086177455,-0.8015327683842047,-0.7600204139997092,0.29090407479231806,2.0453872241356725,-0.3685018643029837,-0.357155991300149,2.0411321212194333,-0.3701005841472345,-0.36334594830304434,-0.42332900395754636,3.235662274324685
8,-1.7166754668089816,-1.0439307354380292,-1.0173798583559424,-1.7114376065493393,-1.0321074411778062,-1.018361682299571,3.5060091625288563,-2.0708128375846795,-1.1914695035652383,-1.1605196534035132,-2.07268686192263,-1.2008069640697034,-1.1500617222362537,3.399934736733432,-2.3220934031596103
9,1.512854046072657,1.568594009207739,1.525274760866806,1.5160919273693023,1.5674774924721777,1.5290657478829832,1.2509578185826034,1.4458352392043936,1.5333848020225194,1.4923436887936579,1.4545457395677521,1.530771306138806,1.5004762043052497,1.0783934318713604,-1.5983473242517252
10,-0.17582909412871098,-0.8922721255702072,-0.8723622829778449,-0.17437861542921698,-0.9104183493582964,-0.8611065733818841,1.9224244898526563,0.15487041537549504,-0.5363936885568743,-0.5252071035219695,0.15570627196043402,-0.5564573340489366,-0.5111760624345091,1.3868875537808403,0.6238954443603684
11,0.2569395536170484,0.627276873580804,0.6075743183950093,0.2601399881094185,0.6362774399075226,0.6071753749806846,2.1177927727365096,0.4270195913825684,0.8461494713889183,0.8190429272002034,0.42330233349782737,0.846558988736871,0.8270756127973338,1.6632478561217294,-1.1793903819854648
12,0.7360883121399271,0.7513639787633486,0.7366824418861107,0.741244894769074,0.7601999029352045,0.7488481663593565,2.364024655413786,0.6319624531553834,0.649264531703321,0.6369470564402501,0.6341323155318423,0.6468848541752766,0.644242550688837,2.224738127226387,0.27854328777081233
13,2.065107078351073,1.6960067124056608,1.6654919496253207,2.0506568197397987,1.715403031672461,1.6581599937072038,0.7915202445857811,1.990316180924457,1.543453784383195,1.5148974995573836,2.0145087141798217,1.5273864278644114,1.4999831480497479,0.8085478082156219,1.502125269919824
14,1.468423750070046,0.31929886164825283,0.31113147968111216,1.4610980978984964,0.3317330994662765,0.3055140968762708,1.1816612165554705,1.7248667806567173,0.5101320039938159,0.4971257326446024,1.7298013578429887,0.5002288086412304,0.5037749913708445,0.8056280419823518,1.8706299677570717
15,0.9953809839475023,1.4635874529306827,1.4461831198090327,0.9941890705545601,1.4612333880295745,1.4524037041167932,1.9063257259460757,0.6576758614308298,1.227827182001581,1.2113499986232592,0.6536811662264839,1.2375616713340134,1.2064059949173287,1.651001125850087,-1.0676856422351815
