asset,horizon,model,oos_start,oos_end,n_oos,rmse,r2_oos,r2_vs_sample_mean,dir_acc,rank_ic,dm_stat,dm_p_vs_rw,cw_stat,cw_p_vs_rw,cw_stat_vs_mean,cw_p_vs_mean,pt_stat,pt_p,sign_excess,sign_p,sharpe_phase_lo,sharpe_phase_hi,dsr,n_trials,sharpe_net,sharpe_lo,sharpe_hi,max_dd,psr,trades,cw_p_holm,cw_p_bh
SOL,1,ar1,2021-10-31,2026-07-16,1720.0,0.05040505977884692,-0.006247393397258882,-0.02199119517371062,0.47848837209302325,-0.006500276544139914,2.3883450649994105,0.01703180817512388,-0.7693827092149051,0.7791669249414492,-0.40625435938584137,0.6577221417064227,-0.8095444604845692,0.41820203981957027,-0.00415494862087612,0.4312843578210895,-0.19360243459450518,-0.19360243459450518,0.46449180843185084,6.0,0.13587050901462186,-0.7560883259736548,1.029300793774628,-0.9301772298321597,0.6159283310920446,143,,
SOL,1,ridge,2021-10-31,2026-07-16,1720.0,0.05090183499098457,-0.026179601889155357,-0.04223526409031231,0.5,0.009785332744045399,2.098307812724812,0.03602357869012169,0.3081404471524648,0.378987732603965,1.3368892695039878,0.09062939198141018,0.005557140922550275,0.9955660658770256,6.692806922659056e-05,1.0,0.04866707680552371,0.04866707680552371,0.6389020769814361,6.0,0.34084741044351274,-0.5874237232636887,1.2839574221199146,-0.8762539202570405,0.7701520103380962,374,1.0,0.5684815989059475
SOL,1,elastic_net,2021-10-31,2026-07-16,1720.0,0.05044988112971927,-0.00803774620207709,-0.02380955993647671,0.4906976744186046,0.013490078547119888,1.559934575110607,0.11895941501872487,0.1474651972447767,0.44138242397400385,1.4254676038991063,0.07701103911591645,-0.6646579665898358,0.5062692843688477,-0.007986073553272022,0.5027486256871564,-0.21993515905646097,-0.21993515905646097,0.3841516603360138,6.0,0.041120506668976965,-0.8579824667256044,0.9446208979261538,-0.9372300415382656,0.5355333847259773,406,1.0,0.6111448947332361
SOL,1,gbm,2021-10-31,2026-07-16,1720.0,0.050487527221715796,-0.009542718649166781,-0.0253380792648219,0.49186046511627907,0.023235819941141513,1.9969403357765754,0.04598908490515966,0.8175463678773301,0.20680813128345577,1.8701975933719857,0.03072819190177345,0.5698345856714097,0.5687898954225363,0.005000676041103269,0.5487256371814093,0.43185381980517584,0.43185381980517584,0.5801131325892375,6.0,0.2701574330209015,-0.6187776552961605,1.1675274916817182,-0.9133892887853999,0.7210601073729438,91,1.0,0.3722546363102204
SOL,1,buy_and_hold,,,,,,,,,,,,,,,,,,,,,,,0.25238342978340395,-0.6681765851867264,1.1780415696998712,-0.962724976899759,0.7080484260188481,1,,
SOL,7,random_walk,2021-11-06,2026-07-10,1708.0,0.1345575092616999,0.10225270939230924,-0.0012355136240975728,,,,,,,5.227705265606869,8.581340571467422e-08,,,,,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,,0,,
SOL,7,historical_mean,2021-11-06,2026-07-10,1708.0,0.142013911021192,0.0,-0.11527545011732077,0.4672131147540984,-0.1031971506147252,3.6326624106452634,0.00028880459951055506,-1.7409586526959389,0.9591545867903781,,,,,,,0.1972985069375484,0.2510237438821304,0.5101287400769606,6.0,0.2125613542228299,-0.6835201161692924,1.1199917387079519,-0.9614316270519407,0.6771059523458852,1,,
SOL,7,ar1,2021-11-06,2026-07-10,1708.0,0.14196248314079124,0.0007241342509696214,-0.11446784096462537,0.4672131147540984,-0.09861003211793512,3.6178752004584935,0.0003056779456358614,-1.7116358377386867,0.9565181002035701,1.2854806087414625,0.09931219434205507,,,,,0.1972985069375484,0.2510237438821304,0.5101287400769606,6.0,0.2125613542228299,-0.6835201161692924,1.1199917387079519,-0.9614316270519407,0.6771059523458852,1,,
SOL,7,ridge,2021-11-06,2026-07-10,1708.0,0.1449380389177148,-0.04160483159440864,-0.16167629740083012,0.47599531615925056,-0.038750715346214756,3.2215687912058546,0.0012989245471867674,-1.4282247208607548,0.9233864063146181,2.0048871775880968,0.02248755490562304,-0.669369572110308,0.6037926776163068,-0.02112527354397825,0.29985007496251875,-0.8250136708456222,0.5749318293613228,0.5986544752775468,6.0,0.3158919426746397,-0.6017103030955698,1.2257253973001876,-0.6981756819819008,0.7536165869025031,483,1.0,0.923386406314618
SOL,7,elastic_net,2021-11-06,2026-07-10,1708.0,0.14349645465957697,-0.020987832523880146,-0.13868266448237798,0.49063231850117095,-0.034091157888849845,3.1880052692062573,0.0014585365792432338,-1.4138131379100216,0.9212916124731285,2.279611108121702,0.011315381779723466,-0.1906791164890504,0.5035601050944765,-0.005758820593542491,0.8210894552723638,-0.5534519016231473,0.5965335034674023,0.71459038709243,6.0,0.46161410774957534,-0.4210366199866302,1.3579515050091178,-0.7262533095727093,0.8421488940381145,429,1.0,0.923386406314618
SOL,7,gbm,2021-11-06,2026-07-10,1708.0,0.14468108879947192,-0.03791493422236103,-0.15756104544833294,0.4713114754098361,-0.08059857918740851,3.315765854611816,0.0009330900978203757,-1.3932329407195256,0.9182253191873216,0.3728939526703156,0.3546136865080104,-0.17538460916665954,0.6804209561072929,-0.003772027488770313,0.8210894552723638,0.08822112325944377,0.22677999887748118,0.4654393342113792,6.0,0.1606925305236184,-0.7261479408745876,1.068210303994417,-0.9445922662246841,0.6358417948554473,165,1.0,0.923386406314618
SOL,7,buy_and_hold,,,,,,,,,,,,,,,,,,,,,,,0.2125613542228299,-0.6835201161692924,1.1199917387079519,-0.9614316270519407,0.6771059523458852,1,,
